ID;time;temperature_2m (・・C);relative_humidity_2m (%);dew_point_2m (・・C);apparent_temperature (・・C);precipitation (mm);pressure_msl (hPa);surface_pressure (hPa);cloud_cover (%);cloud_cover_low (%);cloud_cover_mid (%);cloud_cover_high (%);vapour_pressure_deficit (kPa);wind_speed_10m (km/h);wind_speed_100m (km/h);wind_direction_10m (・・);wind_direction_100m (・・);wind_gusts_10m (km/h);soil_temperature_0_to_7cm (・・C);soil_temperature_7_to_28cm (・・C);soil_temperature_28_to_100cm (・・C);soil_temperature_100_to_255cm (・・C);soil_moisture_0_to_7cm (m?/m?);soil_moisture_7_to_28cm (m?/m?);soil_moisture_28_to_100cm (m?/m?);soil_moisture_100_to_255cm (m?/m?);shortwave_radiation (W/m?);direct_radiation (W/m?);diffuse_radiation (W/m?);direct_normal_irradiance (W/m?);global_tilted_irradiance (W/m?);terrestrial_radiation (W/m?);is_day ();sunshine_duration (s);electricity_shutdown
16504;2023-11-19T15:00;#N/A;72;22,1;30,6;0,2;1010;986,2;99;#N/A;18;0;1,03;14;18,4;192;192;29,9;30,1;27,5;26,6;26,1;0,202;0,185;0,121;0,209;458;271;187;395,3;458;959,9;1;3600;0
16505;2023-11-19T16:00;26,7;75;21,9;29,6;0,3;1010,1;986,3;#N/A;100;19;0;0,87;#N/A;18,4;191;191;28,8;29;27,7;26,6;26,1;0,203;0,184;0,121;0,209;214;55;159;112,6;214;684,1;1;1577,46;#N/A
16506;2023-11-19T17:00;26,2;78;22;29,4;0,4;1010,7;986,8;95;96;15;0;0,76;#N/A;17,8;196;194;26,3;27,9;27,7;26,6;26,1;0,205;0,184;0,121;0,209;84;14;70;53,6;84;366;1;0;0
16507;2023-11-19T18:00;25,3;82;22,1;28,9;0,4;1011,5;987,5;#N/A;87;15;0;0,56;9,3;16,6;193;193;21,2;26,7;27,6;26,6;26,1;0,208;0,184;0,121;0,209;11;3;8;28;11;89;0;0;#N/A
16508;2023-11-19T19:00;#N/A;#N/A;22,1;28,4;0,3;1012,1;988,1;#N/A;63;6;30;0,41;7,2;15,5;198;193;16,6;25,7;27,5;26,6;26,1;0,21;0,184;0,121;0,209;0;0;0;0;0;0;0;0;#N/A
16509;2023-11-19T20:00;24;88;22;27,9;0,1;1012,8;988,7;#N/A;35;26;0;0,35;6,9;14,5;189;187;15,8;26,1;27,4;26,6;26,1;0,219;0,186;0,121;0,209;0;0;0;0;0;0;0;0;#N/A
16510;2023-11-19T21:00;23,3;93;22,1;27,5;#N/A;1013,3;#N/A;84;#N/A;18;0;0,21;5,2;8,3;196;180;#N/A;25,5;27,3;26,6;26,1;0,219;0,186;#N/A;0,209;0;0;0;0;0;#N/A;0;0;0
16511;2023-11-19T22:00;#N/A;88;21,8;28,5;#N/A;1013,2;989,1;#N/A;100;25;13;0,35;#N/A;3,3;304;193;6,5;25,1;27,1;26,6;26,1;0,219;0,186;0,121;0,209;0;0;0;0;0;0;0;0;#N/A
16512;2023-11-19T23:00;23,8;88;21,8;28,2;0,2;1012,8;#N/A;#N/A;100;#N/A;20;0,35;2,9;5,6;277;207;4;24,9;27;26,6;26,1;0,22;0,186;0,121;0,209;0;0;0;0;0;0;0;0;#N/A
16513;2023-11-20T00:00;#N/A;93;22,2;28,1;0,2;1012,5;988,4;56;44;22;9;0,21;2,3;5,6;252;207;5,8;24,8;26,8;26,6;26,1;0,221;0,186;0,121;0,209;0;0;0;0;0;0;0;0;0
16514;2023-11-20T01:00;23;94;22;27,4;0,1;1012,3;988,1;#N/A;#N/A;7;3;0,17;#N/A;7,4;248;227;8,3;24,5;26,6;26,6;26,1;0,221;0,186;0,121;0,209;0;0;0;0;0;0;0;0;0
16515;2023-11-20T02:00;#N/A;96;22;27,2;#N/A;1011,9;987,7;96;100;9;1;#N/A;2,7;5,4;293;#N/A;7,6;24,2;26,5;26,6;26,1;0,22;0,187;#N/A;0,209;0;0;0;0;0;0;0;0;0
16516;2023-11-20T03:00;#N/A;97;22,1;27,2;0,1;1011,8;987,6;92;100;4;0;0,08;2,8;4,3;320;294;5,4;24;26,3;26,6;26,1;0,221;0,187;0,121;0,209;0;0;0;0;0;0;0;0;0
16517;2023-11-20T04:00;22,6;#N/A;22;27;0,2;1012;987,8;79;86;#N/A;0;0,09;3,4;4,3;302;275;5;23,9;26,1;26,6;26,1;0,222;0,187;0,121;0,209;0;0;0;0;0;0;0;0;0
16518;2023-11-20T05:00;22,8;97;22,3;27,6;0,3;1012,5;988,3;86;95;1;0;0,09;#N/A;4,5;#N/A;256;5,4;23,8;26;26,6;26,1;0,226;0,187;0,121;0,209;0;0;0;0;0;0;0;0;#N/A
16519;2023-11-20T06:00;#N/A;91;21,8;27,9;#N/A;1013,1;988,9;51;#N/A;1;0;0,27;2,2;3,9;261;#N/A;6,1;23,9;25,8;26,6;26,1;0,23;0,187;0,121;0,209;18;0;18;0;18;123,9;1;0;0
16520;2023-11-20T07:00;#N/A;89;22,1;28,5;0,1;1013,7;989,6;#N/A;91;#N/A;0;0,34;4,5;5,3;241;242;12,2;24,6;25,7;26,6;26,1;0,229;0,188;0,121;0,209;147;51;96;164,8;147;#N/A;1;3143,71;0
16521;2023-11-20T08:00;#N/A;86;22,9;30,2;0,1;1013,6;989,6;49;47;#N/A;0;0,46;4,9;5,9;216;#N/A;#N/A;26,1;25,8;26,6;26,1;0,225;0,188;0,121;0,209;374;240;134;451,6;374;744,5;1;3600;0
16522;2023-11-20T09:00;#N/A;84;22,8;29,9;0,1;1013,7;989,7;48;53;0;0;0,52;#N/A;9,2;193;191;20,5;27;25,8;26,6;26,1;0,224;0,188;0,121;0,209;436;199;237;276,3;436;1009;1;3600;0
16523;2023-11-20T10:00;#N/A;83;22,8;30,4;0,2;1013;989;#N/A;100;24;0;#N/A;#N/A;7,9;183;#N/A;20,9;27,6;26;26,6;26,1;0,223;0,188;0,121;0,209;443;156;287;180,7;443;#N/A;1;3600;#N/A
16524;2023-11-20T11:00;27;81;23,5;31,7;0,1;1012,4;988,5;100;100;31;0;0,68;10,2;12,8;190;#N/A;24,8;28,6;26,1;26,6;26,1;0,221;0,187;0,121;0,209;614;220;394;231,5;614;#N/A;1;3600;1
16525;2023-11-20T12:00;26,7;#N/A;22,7;30,3;#N/A;1011,6;987,7;86;80;24;0;0,74;11,9;15,2;205;202;27,4;28,6;26,3;26,6;26,1;0,222;0,187;0,121;0,209;430;107;323;109,7;430;1366,5;1;1490,65;0
16526;2023-11-20T13:00;27,2;81;23,7;31,8;0,2;1010,9;#N/A;68;72;5;0;0,68;9;11,1;#N/A;216;27;28,7;26,5;26,6;26,1;0,222;0,187;0,121;0,209;465;86;379;91,7;465;1313,2;1;952,12;0
16527;2023-11-20T14:00;#N/A;77;23,4;32,4;#N/A;1010,2;986,5;100;100;23;43;#N/A;8,9;10,8;207;206;23,8;29,2;26,7;26,6;26,1;0,219;0,186;0,121;0,209;523;234;289;279;523;1174,8;1;3600;#N/A
16528;2023-11-20T15:00;27,7;74;22,8;31,6;0,1;1009,9;986,2;100;#N/A;44;62;0,95;10,2;12,9;203;203;24,8;29,2;26,9;26,6;26,1;0,218;0,186;0,121;0,209;431;197;234;287,3;431;960,7;1;3600;#N/A
16529;2023-11-20T16:00;26,1;83;23;30,6;#N/A;1010,3;986,4;#N/A;#N/A;53;34;0,57;6,9;9,7;186;184;#N/A;28,2;27;26,6;26,1;0,229;0,186;0,121;0,209;256;123;133;251,4;256;685,4;1;3600;0
16530;2023-11-20T17:00;#N/A;85;23,3;30,6;0,3;1010,7;986,8;#N/A;46;32;14;0,5;7,9;11,9;196;194;14,4;27,2;27;26,6;26,1;0,23;0,186;#N/A;0,209;142;74;68;281,9;142;367,8;1;#N/A;0
16531;2023-11-20T18:00;24,7;91;23,2;29,3;0,9;1011,5;987,5;65;47;38;1;0,28;#N/A;15,2;168;175;15,1;26,1;27;26,6;26,1;0,24;0,186;0,121;0,209;12;4;8;37,1;12;#N/A;0;0;#N/A
16532;2023-11-20T19:00;24,5;94;23,6;29,9;0,4;1012,5;988,4;42;33;15;11;0,17;3,4;7,3;#N/A;171;12,6;25,5;26,9;26,6;26,1;0,243;0,187;0,121;0,209;0;0;0;0;0;0;0;0;0
16533;2023-11-20T20:00;24,4;93;23,3;29,4;0,9;1013,2;989,1;#N/A;#N/A;61;32;0,2;4,7;8,9;122;148;10,1;26,3;27,1;26,6;26,1;0,286;0,189;0,12;0,209;0;0;0;0;0;0;0;0;0
16534;2023-11-20T21:00;24,2;95;23,3;29,2;0,8;1013,3;989,2;#N/A;89;24;13;0,16;4,5;4,1;14;52;7,9;25,5;27;26,6;26,1;0,289;0,192;0,12;0,209;0;0;0;0;0;#N/A;0;0;0
16535;2023-11-20T22:00;23,9;97;23,3;29,2;0,3;1013,6;989,5;100;99;21;14;0,1;2,9;1,8;#N/A;#N/A;7,6;25,1;26,9;26,6;26,1;0,284;0,195;0,12;0,209;0;0;0;0;0;0;0;0;#N/A
16536;2023-11-20T23:00;#N/A;95;22,9;28,8;0,2;1013;#N/A;100;#N/A;#N/A;52;0,16;3,3;4,7;6;4;5,4;24,8;26,7;26,6;26,1;0,28;0,197;0,12;0,209;0;0;0;0;0;#N/A;0;0;0
16537;2023-11-21T00:00;24;96;23,3;29,5;0,1;1012,3;988,2;98;100;9;7;0,12;#N/A;1;153;135;4,7;24,7;26,6;26,6;26,1;0,275;0,199;0,12;0,209;0;0;0;0;0;0;0;#N/A;0
16538;2023-11-21T01:00;#N/A;95;23,2;29,4;0,1;1011,8;987,7;82;#N/A;7;0;#N/A;1,1;2,2;180;180;3,2;24,7;26,4;26,6;26,1;0,272;0,201;0,12;0,209;0;0;0;0;0;0;0;0;0
16539;2023-11-21T02:00;23,5;97;23;28,7;0;1011,4;987,3;#N/A;81;7;0;0,09;1,6;1,1;#N/A;162;3,6;24,4;26,3;26,6;26,1;0,268;0,202;0,12;0,209;0;0;0;0;0;0;0;0;#N/A
16540;2023-11-21T03:00;23;99;22,8;28;0,1;1011,4;987,2;81;83;10;2;0,03;2,6;4,8;146;132;3,2;24,1;26,1;26,6;26,1;0,266;0,203;#N/A;0,209;0;0;0;0;0;0;0;0;#N/A
16541;2023-11-21T04:00;#N/A;98;22,7;28,1;#N/A;1011,4;987,2;#N/A;22;#N/A;2;0,04;1,3;3,3;34;96;3,6;24;26;26,6;26,1;0,263;0,205;0,12;0,209;0;0;0;0;0;0;0;0;#N/A
16542;2023-11-21T05:00;#N/A;97;22;26,7;0;1011,6;987,4;#N/A;17;3;10;#N/A;4,9;5,8;36;#N/A;5,8;23,8;25,8;26,6;26,1;0,261;0,205;0,12;0,209;0;0;0;0;0;0;0;0;0
16543;2023-11-21T06:00;#N/A;91;22,5;28,8;0;1011,9;987,8;12;#N/A;0;1;0,27;3,9;6,5;56;90;#N/A;23,9;25,7;26,6;26,1;0,258;0,206;0,12;0,209;32;14;18;106,3;32;123,5;1;673,91;0
16544;2023-11-21T07:00;25,2;85;22,5;29,5;0;1012,4;988,4;28;19;1;35;0,48;6,3;8,6;114;112;14,8;25;25,6;26,6;26,1;0,256;0,207;0,12;0,209;223;144;79;466,5;223;432,5;1;3600;0
16545;2023-11-21T08:00;26,2;83;23,2;30,8;#N/A;1012,4;#N/A;#N/A;26;15;76;0,57;6,9;8,7;#N/A;132;17,6;26,5;25,7;26,5;26,1;0,251;0,204;#N/A;0,209;390;272;118;512,8;390;743,3;1;3600;0
16546;2023-11-21T09:00;27,7;75;22,9;32,2;0,3;1012;988,2;#N/A;29;#N/A;45;0,91;8,5;11;#N/A;148;22;27,7;25,8;26,5;26,1;0,251;0,204;0,12;0,209;603;464;139;645,2;603;1007,8;1;3600;0
16547;2023-11-21T10:00;#N/A;71;23,2;35,2;0,2;1011,3;987,6;41;18;18;46;1,18;7,6;9;#N/A;#N/A;22,3;29,1;26;26,5;26,1;0,248;0,204;0,12;0,209;816;683;133;792,4;816;1207,9;1;3600;0
16548;2023-11-21T11:00;#N/A;68;23,3;36,2;0;1010,7;987,1;40;13;21;52;1,33;#N/A;9,1;199;198;21,2;30,3;26,3;26,5;26,1;0,243;0,203;0,12;0,209;862;662;200;697,5;862;1330,1;1;3600;0
16549;2023-11-21T12:00;#N/A;66;22,8;34,9;0;1009,7;#N/A;29;19;#N/A;8;1,42;10,1;12,4;197;197;#N/A;30,8;26,7;26,5;26,1;0,238;0,202;0,12;0,209;743;452;291;463,7;743;#N/A;1;3600;0
16550;2023-11-21T13:00;30;65;22,8;34,7;0;1008,9;985,4;40;25;25;8;1,47;10,2;12,7;188;188;24,8;30,9;27;26,5;26,1;0,234;0,201;0,12;0,209;687;433;254;462,1;687;1313,1;1;3600;#N/A
16551;2023-11-21T14:00;30,4;64;22,8;35;#N/A;1007,8;984,3;100;100;17;1;1,58;#N/A;11,5;189;184;#N/A;31,1;27,3;26,5;26,1;0,23;0,201;#N/A;0,209;652;434;218;517,6;652;1175,2;1;3600;#N/A
16552;2023-11-21T15:00;28,8;69;22,5;32,4;#N/A;1007,8;984,2;100;72;#N/A;1;1,23;10,8;14,1;184;184;23,8;30,4;27,5;26,5;26,1;0,229;0,2;0,119;0,209;334;80;254;116,6;334;961,5;1;1698,13;0
16553;2023-11-21T16:00;27,5;78;23,3;32,3;1,4;1008,1;#N/A;100;94;48;33;0,81;6;8,1;163;159;22,7;29,1;27,7;26,5;26,1;0,238;0,2;0,119;0,209;257;134;123;273,5;257;686,7;1;3600;0
16554;2023-11-21T17:00;#N/A;77;22,7;31,2;0,1;1008,9;985,1;#N/A;100;26;38;0,84;#N/A;14,8;182;180;16,9;27,9;27,7;26,5;26,1;0,238;0,2;0,12;0,209;122;45;77;170,7;122;369,6;1;3319,81;0
16555;2023-11-21T18:00;25,5;#N/A;22,3;29,7;#N/A;1010,3;986,4;100;100;97;23;0,57;6,2;12,9;144;157;17,6;26,8;27,6;26,6;26,1;0,24;0,201;0,12;0,209;10;2;8;18,4;10;91;0;0;#N/A
16556;2023-11-21T19:00;#N/A;93;22,7;29;#N/A;1011,4;987,3;100;46;92;40;0,22;2,1;7,4;31;141;10,8;25,9;27,5;26,6;26,1;0,262;0,201;0,12;0,209;0;0;0;0;0;#N/A;0;0;0
16557;2023-11-21T20:00;24,4;93;23,2;29,5;0;1011,6;987,6;#N/A;49;1;39;0,2;3,7;2,5;331;278;7,2;26,2;27,4;26,6;26,1;0,27;0,204;0,118;0,209;0;0;0;0;0;0;0;#N/A;0
16558;2023-11-21T21:00;#N/A;91;23,1;29,6;0;1012;988;97;83;23;28;0,28;4,4;4,7;9;360;8,3;25,6;27,3;26,6;26,1;0,266;0,205;0,118;0,209;0;0;0;0;0;0;0;#N/A;0
16559;2023-11-21T22:00;#N/A;91;22,9;29,2;0;1012,1;988;47;#N/A;8;21;0,27;4,7;7;356;339;8,3;25,2;27,1;26,6;26,1;0,263;0,206;0,118;0,209;0;0;0;0;0;0;0;0;0
16560;2023-11-21T23:00;#N/A;90;22,7;29;#N/A;1011,7;#N/A;32;#N/A;18;17;0,3;#N/A;8,4;344;335;9,7;25;27;26,6;26,1;0,26;0,207;0,118;0,209;0;0;0;0;0;0;0;0;0
16561;2023-11-22T00:00;24;#N/A;22,5;28,4;0;1011;986,9;46;21;17;58;0,26;5,2;7,4;344;317;9;24,7;26,8;26,6;26,1;0,257;0,208;0,118;0,209;0;0;0;0;0;0;0;0;0
16562;2023-11-22T01:00;#N/A;92;22,1;27,7;0;1010,3;986,2;54;23;5;100;0,24;5,8;7,7;353;319;11,2;24,4;26,6;26,6;26,1;0,255;0,208;0,118;0,209;0;0;0;0;0;0;0;0;0
16563;2023-11-22T02:00;23,1;91;21,5;27,2;#N/A;1009,8;#N/A;51;29;4;75;0,25;3,6;4,9;6;306;10,4;24,1;26,4;26,6;26,1;0,253;0,209;0,118;0,209;0;0;0;0;0;0;0;0;0
16564;2023-11-22T03:00;#N/A;90;21,4;27,4;0;1009,6;985,5;#N/A;88;7;66;0,29;2,5;3,1;#N/A;291;8,3;23,9;26,2;26,6;26,1;0,251;0,21;0,118;0,209;0;0;0;0;0;0;0;0;0
16565;2023-11-22T04:00;#N/A;90;21,5;27,7;0,2;1010;985,9;#N/A;100;1;61;#N/A;#N/A;3,7;45;209;6,1;23,8;26,1;26,6;26,1;0,251;0,21;0,118;0,209;0;0;0;0;0;0;0;0;0
16566;2023-11-22T05:00;#N/A;85;21,5;28,4;0,1;1010,4;986,4;#N/A;93;5;98;#N/A;2,3;3,9;321;236;2,5;23,9;25,9;26,6;26,1;0,251;0,21;0,118;0,209;0;0;0;0;0;0;0;0;0
16567;2023-11-22T06:00;24;#N/A;22,2;28,6;0,1;1011,1;987;#N/A;32;6;98;0,3;3,1;3,6;315;270;6,1;24;25,8;26,6;26,1;0,25;0,211;0,118;0,209;30;13;17;99;30;123;1;564,68;0
16568;2023-11-22T07:00;#N/A;86;22,7;30,3;#N/A;1011,6;987,6;#N/A;#N/A;0;99;#N/A;#N/A;1,4;243;270;9,4;25;25,7;26,5;26,1;0,248;0,211;0,118;0,209;175;89;86;289,2;175;431,4;1;3600;0
16569;2023-11-22T08:00;26,4;82;23,2;31,1;0,1;1011,8;987,9;67;41;#N/A;100;0,61;6,3;7,4;167;166;17,3;26;25,6;26,5;26,1;0,248;0,213;#N/A;0,209;379;185;194;349,5;379;742,1;1;3600;0
16570;2023-11-22T09:00;27,8;77;23,3;32,6;0,2;1011,2;987,4;#N/A;30;1;100;0,87;#N/A;9,3;169;167;#N/A;27,5;25,8;26,5;26,1;0,246;0,213;0,119;0,209;593;357;236;497,2;593;#N/A;1;3600;0
16571;2023-11-22T10:00;29,1;71;23,4;35,1;0,3;1010,4;986,8;58;25;#N/A;100;1,16;9,4;11,7;173;171;#N/A;29,1;26;26,5;26,1;0,244;0,212;0,119;0,209;823;665;158;772,5;823;1206,8;1;3600;0
16572;2023-11-22T11:00;29,7;68;23,1;35,5;0,1;1009,9;986,3;49;24;8;74;1,33;10,1;12,2;184;182;24,8;30,1;26,3;26,5;26,1;0,24;0,211;0,119;0,209;838;677;161;714,1;838;1329,1;1;3600;#N/A
16573;2023-11-22T12:00;29,7;68;23,1;35;0,1;1009;985,4;62;37;20;57;1,36;#N/A;13,1;190;189;25,6;30,6;26,6;26,5;26,1;0,237;0,21;#N/A;0,209;765;569;196;584,2;765;1365,4;1;3600;0
16574;2023-11-22T13:00;#N/A;73;23,7;35,3;0,1;1008,3;984,7;#N/A;#N/A;9;78;1,11;10,7;13,5;194;189;26,3;31,2;26,9;26,5;26,1;0,233;0,209;0,119;0,209;848;621;227;663,1;848;1313;1;3600;0
16575;2023-11-22T14:00;29,3;74;24,1;35,2;#N/A;1007,9;984,3;#N/A;97;68;75;1,07;8,4;10,7;200;#N/A;26,3;31,3;27,2;26,5;26,1;0,23;0,208;0,119;0,209;720;526;194;627,3;720;1175,5;1;3600;#N/A
16576;2023-11-22T15:00;29;#N/A;23,7;33,5;#N/A;1007,3;983,7;40;14;16;61;1,07;9,7;12,2;180;#N/A;22,7;30,9;27,5;26,5;26,1;0,231;0,207;0,119;0,209;537;367;170;534,6;537;962,4;1;3600;0
16577;2023-11-22T16:00;#N/A;77;23,5;32,5;0,6;1007,8;984,1;44;31;21;11;0,84;7,1;8,9;240;#N/A;#N/A;29,7;27,7;26,5;26,1;0,236;0,207;0,119;0,209;339;213;126;434;339;688,1;1;3600;0
16578;2023-11-22T17:00;#N/A;83;23,3;31,5;0,3;1008,7;984,9;59;25;#N/A;45;#N/A;#N/A;4;#N/A;63;#N/A;28,8;27,8;26,5;26,1;0,236;0,207;0,119;0,209;163;85;78;320,9;163;371,4;1;3600;0
16579;2023-11-22T18:00;25,6;90;23,9;31,3;0,3;1009,4;985,5;100;80;7;96;0,32;#N/A;6,6;320;#N/A;9,7;27,5;27,8;26,5;26,1;0,238;0,207;0,119;0,209;15;5;10;45,8;15;92;0;#N/A;0
16580;2023-11-22T19:00;#N/A;93;23,7;30,2;0,1;1010,4;986,4;57;24;13;91;0,23;4,4;12,3;261;230;8,3;26,6;27,7;26,6;26,1;0,238;0,208;0,119;0,209;0;0;0;0;0;0;0;0;0
16581;2023-11-22T20:00;#N/A;88;22,6;29,5;#N/A;1011;987;#N/A;29;16;100;0,37;3,3;3,2;347;243;9;26,6;27,7;26,6;26,1;0,237;0,207;0,119;0,209;0;0;0;0;0;0;0;0;0
16582;2023-11-22T21:00;24,8;87;22,5;29,7;0,1;1011,3;987,3;77;42;16;100;0,4;1,8;0,5;360;45;4,3;25,9;27,6;26,6;26,1;0,237;0,207;0,119;0,209;0;0;0;0;0;#N/A;0;0;0
16583;2023-11-22T22:00;#N/A;92;22,7;28,8;#N/A;1011,5;987,4;56;26;5;100;0,25;4,7;4,8;302;312;6,5;25,5;27,4;26,6;26,1;0,236;0,207;0,119;0,209;0;0;0;0;0;0;0;0;0
16584;2023-11-22T23:00;#N/A;92;22,9;29,1;#N/A;1010,8;986,8;55;27;1;100;0,23;3,8;4,8;319;347;#N/A;25,2;27,2;26,6;26,1;0,237;0,208;0,119;0,209;0;0;0;0;0;0;0;0;0
16585;2023-11-23T00:00;23,8;#N/A;22,5;28,4;0;1010,3;986,2;63;31;9;100;0,23;4,5;4,1;331;345;5;24,9;27;26,6;26,1;0,236;0,208;0,119;0,209;0;0;0;0;0;0;0;0;0
16586;2023-11-23T01:00;#N/A;#N/A;22,4;28,1;0,1;1009,6;#N/A;67;34;10;100;0,2;4,7;4,6;302;309;5,4;24,7;26,9;26,6;26,1;0,236;0,208;0,119;0,209;0;0;0;0;0;0;0;#N/A;#N/A
16587;2023-11-23T02:00;23,8;95;22,9;28,7;0;1009,2;985,2;58;27;7;100;0,15;3,5;4,4;294;305;5,8;24,5;26,7;26,6;26,1;0,235;0,208;0,119;0,209;0;0;0;0;0;0;0;0;#N/A
16588;2023-11-23T03:00;#N/A;95;22,7;28,2;0;1009,3;#N/A;88;60;6;100;0,14;#N/A;4,6;#N/A;252;5,8;24,1;26,5;26,6;26,1;0,235;0,208;0,119;0,209;0;0;0;0;0;0;0;0;0
16589;2023-11-23T04:00;23,8;94;22,8;29,1;0;1009,6;985,6;#N/A;25;#N/A;100;0,17;0,7;0,8;180;243;#N/A;24;26,3;26,6;26,1;0,234;0,208;0,119;0,209;0;0;0;0;0;0;0;0;0
16590;2023-11-23T05:00;23,4;96;22,8;28,6;0;1010;985,9;50;#N/A;2;99;0,11;1,3;1,6;304;297;#N/A;23,6;26,1;26,6;26,1;0,234;0,209;0,119;0,209;0;0;0;0;0;0;0;0;0
16591;2023-11-23T06:00;23,9;94;22,8;29,3;0;1010,5;986,4;65;#N/A;0;100;0,19;0,5;0,7;135;#N/A;2,2;24;25,9;26,6;26,1;0,233;0,209;0,119;0,209;40;16;24;122,2;40;122,5;1;895,83;0
16592;2023-11-23T07:00;25,1;91;23,4;30,7;0;1011,3;987,3;#N/A;#N/A;0;100;0,3;#N/A;1,4;198;180;9;25,2;25,8;26,6;26,1;0,232;0,209;0,119;0,209;195;89;106;290,1;195;430,3;1;3600;0
16593;2023-11-23T08:00;#N/A;85;23,8;31,8;0,1;1011,5;987,6;56;27;#N/A;100;0,52;#N/A;6,1;#N/A;135;15,5;26,3;25,9;26,6;26,1;0,231;0,209;0,12;0,209;385;192;193;363,5;385;740,8;1;3600;0
16594;2023-11-23T09:00;#N/A;82;24,2;33;0,3;1011,1;987,3;59;#N/A;23;100;0,64;5,2;6,3;164;156;19,4;27,8;26;26,5;26,1;0,232;0,208;0,12;0,209;567;276;291;385,1;567;1005,2;1;3600;0
16595;2023-11-23T10:00;28;83;24,9;34,3;0,5;1010,7;987;92;61;12;100;0,63;5,8;7,2;158;153;22,7;28,8;26,2;26,5;26,1;0,234;0,208;0,12;0,209;618;231;387;268,7;618;1205,6;1;3600;0
16596;2023-11-23T11:00;28;#N/A;25;34;0,1;1010,2;986,5;73;41;10;100;0,61;5,2;6,6;192;189;23;29,3;26,4;26,5;26,1;0,232;0,208;0,12;0,209;496;103;393;108,8;496;1328,2;1;1462,77;0
16597;2023-11-23T12:00;#N/A;#N/A;24,7;34,2;0,1;1008,8;985,1;100;#N/A;14;100;0,77;5,9;6,9;232;231;20,9;29,5;26,6;26,5;26,1;0,231;0,207;0,12;0,209;433;48;385;49,3;433;1364,8;1;0;0
16598;2023-11-23T13:00;27,8;78;23,6;32,3;0,1;1008,2;984,5;100;94;26;100;0,81;9;11,5;175;180;23;29,6;26,8;26,5;26,1;0,229;0,207;0,12;0,209;427;75;352;80,1;427;1312,9;1;603,67;0
16599;2023-11-23T14:00;26,6;82;23,3;32;#N/A;1007,8;984;#N/A;17;15;100;0,63;#N/A;3,1;51;54;21,6;28,7;27;26,5;26,1;0,247;0,207;0,12;0,209;297;29;268;34,6;297;1175,9;1;0;0
16600;2023-11-23T15:00;#N/A;79;23,9;33,2;0,1;1007,2;#N/A;55;22;9;100;0,78;4,3;5,1;228;231;13,3;28,9;27,1;26,5;26,1;0,246;0,207;0,12;0,209;399;94;305;136,9;399;963,3;1;2305,81;0
16601;2023-11-23T16:00;27,1;83;24;32,6;0,7;1007,1;983,4;#N/A;32;15;100;0,6;4,3;5,4;175;180;16,2;28,5;27,3;26,5;26,1;0,249;0,207;0,12;0,209;283;91;192;185,1;283;689,6;1;3600;#N/A
16602;2023-11-23T17:00;#N/A;83;23,8;32,5;0,7;1007,6;983,8;73;44;#N/A;100;0,59;2,5;3,3;#N/A;186;12,6;27,8;27,3;26,6;26,1;0,255;0,208;0,12;0,209;124;28;96;105,2;124;373,3;1;1356,1;0
16603;2023-11-23T18:00;25,5;92;24,1;31,1;#N/A;1008,4;984,5;74;42;10;100;0,25;4;9,2;#N/A;225;7,6;26,9;27,3;26,6;26,1;0,253;0,208;0,12;0,209;15;1;14;9,1;15;93;0;0;0
16604;2023-11-23T19:00;#N/A;93;23,6;30,1;#N/A;1009,7;985,7;92;67;2;100;0,24;4,7;12,2;203;199;9,7;26,1;27,2;26,6;26,1;0,257;0,209;0,12;0,209;0;0;0;0;0;0;0;0;0
16605;2023-11-23T20:00;#N/A;96;23,6;30,1;#N/A;1009,9;#N/A;100;#N/A;#N/A;100;0,13;#N/A;2,9;342;210;5,8;25,5;27;26,6;26,1;0,28;0,214;0,121;0,209;0;0;0;0;0;0;0;0;0
16606;2023-11-23T21:00;#N/A;95;23,4;29,4;0,6;1010,1;986,1;89;37;#N/A;100;0,16;4;2,2;10;360;#N/A;25,2;26,9;26,6;26,1;0,283;0,215;0,121;0,209;0;0;0;0;0;0;0;0;0
16607;2023-11-23T22:00;24,1;96;23,4;29,5;0,1;1010,1;986,1;100;86;22;100;0,11;#N/A;1,1;360;18;7,6;25;26,7;26,6;26,1;0,279;0,217;0,121;0,209;0;0;0;0;0;0;0;0;0
16608;2023-11-23T23:00;24;95;23,2;29,1;0,1;1009,7;985,7;#N/A;#N/A;7;99;0,14;3,3;2,7;354;23;4;24,7;26,5;26,6;26,1;0,275;0,218;#N/A;0,209;0;0;0;0;0;0;0;0;0
16609;2023-11-24T00:00;#N/A;93;22,5;28,3;0;1009;985;100;88;#N/A;98;0,21;4,5;4;346;10;4,7;24,4;26,4;26,6;26,1;0,271;0,22;0,121;0,209;0;0;0;0;0;0;0;0;0
16610;2023-11-24T01:00;23,9;93;22,8;28,8;0,1;1009;#N/A;#N/A;#N/A;18;99;0,2;#N/A;2,5;342;352;5;24,2;26,2;26,6;26,1;0,269;0,22;0,121;0,209;0;0;0;0;0;0;0;0;#N/A
16611;2023-11-24T02:00;24,5;89;22,7;29,6;0;1008,6;984,6;#N/A;90;11;29;0,32;#N/A;1,5;297;315;4;24,1;26,1;26,6;26,1;0,266;0,221;0,121;0,209;0;0;0;0;0;0;0;0;0
